13:22:33: 19.2°C
22:20:20: 19.4°C
22:20:26: 19.4°C
22:20:33: 19.4°C
22:20:39: 19.4°C
22:20:45: 19.4°C
22:20:51: 19.4°C
22:20:58: 19.4°C
22:21:04: 19.4°C
22:21:10: 19.4°C
22:21:17: 19.4°C
22:21:23: 19.4°C
22:21:29: 19.4°C
22:21:35: 19.4°C
22:21:42: 19.4°C
22:21:48: 19.4°C
22:21:54: 19.3°C
22:22:00: 19.4°C
22:22:07: 19.4°C
22:22:13: 19.3°C
22:22:19: 19.4°C
22:22:25: 19.4°C
22:22:32: 19.4°C
22:22:38: 19.4°C
22:22:44: 19.4°C
22:22:50: 19.4°C
22:22:57: 19.4°C
22:23:03: 19.4°C
22:23:09: 19.4°C
22:23:16: 19.4°C
22:23:22: 19.4°C
22:23:28: 19.4°C
22:23:34: 19.4°C
22:23:41: 19.4°C
22:23:47: 19.4°C
22:23:53: 19.4°C
22:23:59: 19.4°C
22:24:06: 19.4°C
22:24:12: 19.3°C
22:24:18: 19.4°C
22:24:24: 19.3°C
22:24:31: 19.3°C
22:24:37: 19.3°C
22:24:43: 19.3°C
22:24:49: 19.3°C
22:24:56: 19.3°C
22:25:02: 19.3°C
22:25:08: 19.4°C
22:25:15: 19.3°C
22:25:21: 19.3°C
22:25:27: 19.3°C
22:25:33: 19.3°C
22:25:40: 19.3°C
22:25:46: 19.3°C
22:25:52: 19.3°C
22:25:58: 19.3°C
22:26:05: 19.3°C
22:26:11: 19.3°C
22:26:17: 19.3°C
22:26:23: 19.3°C
22:26:30: 19.3°C
22:26:36: 19.3°C
22:26:42: 19.3°C
22:26:48: 19.4°C
22:26:55: 19.3°C
22:27:01: 19.3°C
22:27:07: 19.3°C
22:27:14: 19.3°C
22:27:20: 19.3°C
22:27:26: 19.3°C
22:27:32: 19.3°C
22:27:39: 19.3°C
22:27:45: 19.3°C
22:27:51: 19.3°C
22:27:57: 19.3°C
22:28:04: 19.3°C
22:28:10: 19.3°C
22:28:16: 19.3°C
22:28:23: 19.3°C
22:28:29: 19.3°C
22:28:35: 19.3°C
22:28:41: 19.3°C
22:28:48: 19.3°C
22:28:54: 19.3°C
22:29:00: 19.3°C
22:29:06: 19.3°C
22:29:13: 19.3°C
22:29:19: 19.3°C
22:29:25: 19.3°C
22:29:31: 19.2°C
22:29:38: 19.3°C
22:29:44: 19.3°C
22:29:50: 19.3°C
22:29:57: 19.2°C
22:30:03: 19.3°C
22:30:09: 19.3°C
22:30:15: 19.2°C
22:30:22: 19.2°C
22:30:28: 19.2°C
22:30:34: 19.2°C
22:30:40: 19.2°C
22:30:47: 19.3°C
22:30:53: 19.2°C
22:30:59: 19.3°C
22:31:05: 19.3°C
22:31:12: 19.3°C
22:31:18: 19.3°C
22:31:24: 19.2°C
22:31:30: 19.3°C
22:31:37: 19.3°C
22:31:43: 19.2°C
22:31:49: 19.2°C
22:31:56: 19.2°C
22:32:02: 19.2°C
22:32:08: 19.3°C
22:32:14: 19.3°C
22:32:21: 19.2°C
22:32:27: 19.2°C
22:32:33: 19.2°C
22:32:39: 19.2°C
22:32:46: 19.2°C
22:32:52: 19.2°C
22:32:58: 19.2°C
22:33:04: 19.2°C
22:33:11: 19.2°C
22:33:17: 19.2°C
22:33:23: 19.2°C
22:33:30: 19.2°C
22:33:36: 19.2°C
22:33:42: 19.2°C
22:33:48: 19.2°C
22:33:55: 19.2°C
22:34:01: 19.2°C
22:34:07: 19.2°C
22:34:13: 19.2°C
22:34:20: 19.2°C
22:34:26: 19.2°C
22:34:32: 19.2°C
22:34:38: 19.2°C
22:34:45: 19.2°C
22:34:51: 19.2°C
22:34:57: 19.2°C
22:35:03: 19.2°C
22:35:10: 19.2°C
22:35:16: 19.2°C
22:35:22: 19.2°C
22:35:29: 19.2°C
22:35:35: 19.2°C
22:35:41: 19.2°C
22:35:47: 19.2°C
22:35:54: 19.2°C
22:36:00: 19.2°C
22:36:06: 19.2°C
22:36:12: 19.2°C
22:36:19: 19.2°C
22:36:25: 19.2°C
22:36:31: 19.2°C
22:36:38: 19.2°C
22:36:44: 19.2°C
22:36:50: 19.2°C
22:36:56: 19.2°C
22:37:03: 19.2°C
22:37:09: 19.2°C
22:37:15: 19.2°C
22:37:21: 19.2°C
22:37:28: 19.2°C
22:37:34: 19.2°C
22:37:40: 19.2°C
22:37:46: 19.2°C
22:37:53: 19.2°C
22:37:59: 19.2°C
22:38:05: 19.2°C
22:38:12: 19.2°C
22:38:18: 19.2°C
22:38:24: 19.2°C
22:38:30: 19.2°C
22:38:37: 19.2°C
22:38:43: 19.2°C
22:38:49: 19.2°C
22:38:55: 19.2°C
22:39:02: 19.2°C
22:39:08: 19.2°C
22:39:14: 19.2°C
22:39:20: 19.2°C
22:39:27: 19.2°C
22:39:33: 19.2°C
22:39:39: 19.2°C
22:39:46: 19.2°C
22:39:52: 19.2°C
22:39:58: 19.2°C
22:40:04: 19.2°C
22:40:11: 19.2°C
22:40:17: 19.2°C
22:40:23: 19.2°C
22:40:29: 19.2°C
22:40:36: 19.2°C
22:40:42: 19.2°C
22:40:48: 19.2°C
22:40:54: 19.2°C
22:41:01: 19.2°C
22:41:07: 19.2°C
22:41:13: 19.2°C
22:41:19: 19.2°C
22:41:26: 19.2°C
22:41:32: 19.2°C
22:41:38: 19.2°C
22:41:45: 19.2°C
22:41:51: 19.2°C
22:41:57: 19.2°C
22:42:03: 19.2°C
22:42:10: 19.2°C
22:42:16: 19.2°C
22:42:22: 19.2°C
22:42:28: 19.2°C
22:42:35: 19.2°C
22:42:41: 19.2°C
22:42:47: 19.1°C
22:42:53: 19.2°C
22:43:00: 19.2°C
22:43:06: 19.2°C
22:43:12: 19.2°C
22:43:19: 19.2°C
22:43:25: 19.1°C
22:43:31: 19.2°C
22:43:37: 19.2°C
22:43:44: 19.1°C
22:43:50: 19.1°C
22:43:56: 19.2°C
22:44:02: 19.2°C
22:44:09: 19.1°C
22:44:15: 19.1°C
22:44:21: 19.1°C
22:44:28: 19.1°C
22:44:34: 19.1°C
22:44:40: 19.1°C
22:44:46: 19.1°C
22:44:53: 19.1°C
22:44:59: 19.1°C
22:45:05: 19.1°C
22:45:11: 19.1°C
22:45:18: 19.1°C
22:45:24: 19.1°C
22:45:30: 19.1°C
22:45:36: 19.1°C
22:45:43: 19.1°C
22:45:49: 19.1°C
22:45:55: 19.1°C
22:46:02: 19.1°C
22:46:08: 19.1°C
22:46:14: 19.1°C
22:46:20: 19.1°C
22:46:27: 19.1°C
22:46:33: 19.1°C
22:46:39: 19.1°C
22:46:45: 19.1°C
22:46:52: 19.1°C
22:46:58: 19.1°C
22:47:04: 19.1°C
22:47:11: 19.1°C
22:47:17: 19.1°C
22:47:23: 19.1°C
22:47:29: 19.1°C
22:47:36: 19.1°C
22:47:42: 19.1°C
22:47:48: 19.1°C
22:47:54: 19.1°C
22:48:01: 19.1°C
22:48:07: 19.1°C
22:48:13: 19.1°C
22:48:19: 19.1°C
22:48:26: 19.1°C
22:48:32: 19.1°C
22:48:38: 19.1°C
22:48:45: 19.1°C
22:48:51: 19.1°C
22:48:57: 19.1°C
22:49:03: 19.1°C
22:49:10: 19.1°C
22:49:16: 19.1°C
22:49:22: 19.1°C
22:49:28: 19.1°C
22:49:35: 19.1°C
22:49:41: 19.1°C
22:49:47: 19.1°C
22:49:53: 19.1°C
22:50:00: 19.1°C
22:50:06: 19.1°C
22:50:12: 19.1°C
22:50:19: 19.1°C
22:50:25: 19.1°C
22:50:31: 19.1°C
22:50:37: 19.1°C
22:50:44: 19.1°C
22:50:50: 19.1°C
22:50:56: 19.1°C
22:51:02: 19.1°C
22:51:09: 19.1°C
22:51:15: 19.1°C
22:51:21: 19.1°C
22:51:27: 19.1°C
22:51:34: 19.1°C
22:51:40: 19.1°C
22:51:46: 19.1°C
22:51:52: 19.1°C
22:51:59: 19.1°C
22:52:05: 19.1°C
22:52:11: 19.1°C
22:52:17: 19.1°C
22:52:24: 19.1°C
22:52:30: 19.1°C
22:52:36: 19.1°C
22:52:43: 19.1°C
22:52:49: 19.1°C
22:52:55: 19.1°C
22:53:01: 19.0°C
22:53:08: 19.1°C
22:53:14: 19.1°C
22:53:20: 19.1°C
22:53:26: 19.1°C
22:53:33: 19.1°C
22:53:39: 19.1°C
22:53:45: 19.1°C
22:53:51: 19.1°C
22:53:58: 19.1°C
22:54:04: 19.1°C
22:54:10: 19.1°C
22:54:16: 19.1°C
22:54:23: 19.1°C
22:54:29: 19.0°C
22:54:35: 19.0°C
22:54:42: 19.1°C
22:54:48: 19.1°C
22:54:54: 19.1°C
22:55:00: 19.1°C
22:55:07: 19.1°C
22:55:13: 19.0°C
22:55:19: 19.1°C
22:55:25: 19.1°C
22:55:32: 19.1°C
22:55:38: 19.1°C
22:55:44: 19.1°C
22:55:50: 19.1°C
22:55:57: 19.1°C
22:56:03: 19.1°C
22:56:09: 19.1°C
22:56:16: 19.0°C
22:56:22: 19.1°C
22:56:28: 19.0°C
22:56:34: 19.1°C
22:56:41: 19.1°C
22:56:47: 19.1°C
22:56:53: 19.1°C
22:56:59: 19.1°C
22:57:06: 19.0°C
22:57:12: 19.1°C
22:57:18: 19.0°C
22:57:24: 19.0°C
22:57:31: 19.0°C
22:57:37: 19.1°C
22:57:43: 19.1°C
22:57:49: 19.0°C
22:57:56: 19.0°C
22:58:02: 19.0°C
22:58:08: 19.0°C
22:58:15: 19.0°C
22:58:21: 19.0°C
22:58:27: 19.0°C
22:58:33: 19.1°C
22:58:40: 19.0°C
22:58:46: 19.0°C
22:58:52: 19.0°C
22:58:58: 19.0°C
22:59:05: 19.0°C
22:59:11: 19.0°C
22:59:17: 19.0°C
22:59:24: 19.0°C
22:59:30: 19.0°C
22:59:36: 19.0°C
22:59:42: 19.0°C
22:59:49: 19.0°C
22:59:55: 19.0°C
23:00:01: 19.0°C
23:00:07: 19.0°C
23:00:14: 19.0°C
23:00:20: 18.9°C
23:00:26: 19.0°C
23:00:32: 18.9°C
23:00:39: 19.0°C
23:00:45: 19.0°C
23:00:51: 19.0°C
23:00:58: 19.0°C
23:01:04: 19.0°C
23:01:10: 19.0°C
23:01:16: 19.0°C
23:01:23: 19.0°C
23:01:29: 19.0°C
23:01:35: 19.0°C
23:01:41: 19.0°C
23:01:48: 19.0°C
23:01:54: 19.0°C
23:02:00: 19.0°C
23:02:07: 18.9°C
23:02:13: 19.0°C
23:02:19: 19.0°C
23:02:25: 19.0°C
23:02:32: 19.0°C
23:02:38: 19.0°C
23:02:44: 19.0°C
23:02:50: 19.0°C
23:02:57: 19.0°C
23:03:03: 19.0°C
23:03:09: 19.0°C
23:03:15: 19.0°C
23:03:22: 19.0°C
23:03:28: 18.9°C
23:03:34: 18.9°C
23:03:41: 19.0°C
23:03:47: 19.0°C
23:03:53: 18.9°C
23:03:59: 18.9°C
23:04:06: 18.9°C
23:04:12: 18.9°C
23:04:18: 18.9°C
23:04:24: 18.9°C
23:04:31: 18.9°C
23:04:37: 18.9°C
23:04:43: 18.9°C
23:04:50: 18.9°C
23:04:56: 18.9°C
23:05:02: 18.9°C
23:05:08: 18.9°C
23:05:15: 18.9°C
23:05:21: 18.9°C
23:05:27: 18.9°C
23:05:33: 18.9°C
23:05:40: 18.9°C
23:05:46: 18.9°C
23:05:52: 18.9°C
23:05:58: 18.9°C
23:06:05: 18.9°C
23:06:11: 18.9°C
23:06:17: 18.9°C
23:06:24: 18.9°C
23:06:30: 18.9°C
23:06:36: 18.9°C
23:06:42: 18.9°C
23:06:49: 18.9°C
23:06:55: 18.9°C
23:07:01: 18.9°C
23:07:07: 18.9°C
23:07:14: 18.9°C
23:07:20: 18.9°C
23:07:26: 18.9°C
23:07:32: 18.9°C
23:07:39: 18.9°C
23:07:45: 18.9°C
23:07:51: 18.9°C
23:07:58: 18.9°C
23:08:04: 18.9°C
23:08:10: 18.9°C
23:08:16: 18.9°C
23:08:23: 18.9°C
23:08:29: 18.9°C
23:08:35: 18.9°C
23:08:41: 18.9°C
23:08:48: 18.9°C
23:08:54: 18.9°C
23:09:00: 18.9°C
23:09:06: 18.9°C
23:09:13: 18.9°C
23:09:19: 18.9°C
23:09:25: 18.9°C
23:09:32: 18.9°C
23:09:38: 18.9°C
23:09:44: 18.9°C
23:09:50: 18.9°C
23:09:57: 18.9°C
23:10:03: 18.9°C
23:10:09: 18.9°C
23:10:15: 18.9°C
23:10:22: 18.9°C
23:10:28: 18.9°C
23:10:34: 18.9°C
23:10:40: 18.9°C
23:10:47: 18.9°C
23:10:53: 18.9°C
23:10:59: 18.9°C
23:11:05: 18.9°C
23:11:12: 18.9°C
23:11:18: 18.9°C
23:11:24: 18.9°C
23:11:30: 18.9°C
23:11:37: 18.9°C
23:11:43: 18.9°C
23:11:49: 18.9°C
23:11:55: 18.9°C
23:12:02: 18.9°C
23:12:08: 18.9°C
23:12:14: 18.9°C
23:12:21: 18.9°C
23:12:27: 18.9°C
23:12:33: 18.9°C
23:12:39: 18.9°C
23:12:46: 18.9°C
23:12:52: 18.9°C
23:12:58: 18.9°C
23:13:04: 18.9°C
23:13:11: 18.9°C
23:13:17: 18.9°C
23:13:23: 18.9°C
23:13:29: 18.9°C
23:13:36: 18.9°C
23:13:42: 18.9°C
23:13:48: 18.9°C
23:13:54: 18.9°C
23:14:01: 18.9°C
23:14:07: 18.9°C
23:14:13: 18.9°C
23:14:20: 18.9°C
23:14:26: 18.9°C
23:14:32: 18.9°C
23:14:38: 18.9°C
23:14:45: 18.9°C
23:14:51: 18.9°C
23:14:57: 18.9°C
23:15:03: 18.9°C
23:15:10: 18.9°C
23:15:16: 18.9°C
23:15:22: 18.9°C
23:15:29: 18.8°C
23:15:35: 18.9°C
23:15:41: 18.9°C
23:15:47: 18.9°C
23:15:54: 18.8°C
23:16:00: 18.9°C
23:16:06: 18.8°C
23:16:12: 18.8°C
23:16:19: 18.9°C
23:16:25: 18.8°C
23:16:31: 18.8°C
23:16:37: 18.8°C
23:16:44: 18.9°C
23:16:50: 18.9°C
23:16:56: 18.9°C
23:17:03: 18.8°C
23:17:09: 18.8°C
23:17:15: 18.8°C
23:17:21: 18.8°C
23:17:28: 18.8°C
23:17:34: 18.9°C
23:17:40: 18.9°C
23:17:46: 18.9°C
23:17:53: 18.8°C
23:17:59: 18.8°C
23:18:05: 18.8°C
23:18:11: 18.8°C
23:18:18: 18.8°C
23:18:24: 18.8°C
23:18:30: 18.8°C
23:18:37: 18.8°C
23:18:43: 18.8°C
23:18:49: 18.8°C
23:18:55: 18.8°C
23:19:02: 18.8°C
23:19:08: 18.8°C
23:19:14: 18.8°C
23:19:20: 18.8°C
23:19:27: 18.8°C
23:19:33: 18.8°C
23:19:39: 18.9°C
23:19:45: 18.8°C
23:19:52: 18.8°C
23:19:58: 18.8°C
23:20:04: 18.8°C
23:20:11: 18.8°C
23:20:17: 18.8°C
23:20:23: 18.8°C
23:20:29: 18.8°C
23:20:36: 18.8°C
23:20:42: 18.8°C
23:20:48: 18.8°C
23:20:54: 18.8°C
23:21:01: 18.8°C
23:21:07: 18.8°C
23:21:13: 18.8°C
23:21:19: 18.8°C
23:21:26: 18.8°C
23:21:32: 18.8°C
23:21:38: 18.8°C
23:21:45: 18.8°C
23:21:51: 18.8°C
23:21:57: 18.8°C
23:22:03: 18.8°C
23:22:10: 18.8°C
23:22:16: 18.8°C
23:22:22: 18.8°C
23:22:28: 18.8°C
23:22:35: 18.8°C
23:22:41: 18.8°C
23:22:47: 18.8°C
23:22:53: 18.8°C
23:23:00: 18.8°C
23:23:06: 18.8°C
23:23:12: 18.8°C
23:23:18: 18.8°C
23:23:25: 18.8°C
23:23:31: 18.8°C
23:23:37: 18.8°C
23:23:43: 18.8°C
23:23:50: 18.8°C
23:23:56: 18.8°C
23:24:02: 18.8°C
23:24:08: 18.8°C
23:24:15: 18.8°C
23:24:21: 18.8°C
23:24:27: 18.8°C
23:24:34: 18.8°C
23:24:40: 18.8°C
23:24:46: 18.8°C
23:24:52: 18.8°C
23:24:59: 18.8°C
23:25:05: 18.8°C
23:25:11: 18.8°C
23:25:17: 18.8°C
23:25:24: 18.8°C
23:25:30: 18.8°C
23:25:36: 18.8°C
23:25:42: 18.8°C
23:25:49: 18.8°C
23:25:55: 18.8°C
23:26:01: 18.8°C
23:26:07: 18.8°C
23:26:14: 18.8°C
23:26:20: 18.8°C
23:26:26: 18.8°C
23:26:33: 18.8°C
23:26:39: 18.8°C
23:26:45: 18.8°C
23:26:51: 18.8°C
23:26:58: 18.8°C
23:27:04: 18.8°C
23:27:10: 18.8°C
23:27:16: 18.8°C
23:27:23: 18.8°C
23:27:29: 18.8°C
23:27:35: 18.8°C
23:27:42: 18.8°C
23:27:48: 18.8°C
23:27:54: 18.8°C
23:28:00: 18.8°C
23:28:07: 18.8°C
23:28:13: 18.8°C
23:28:19: 18.8°C
23:28:25: 18.8°C
23:28:32: 18.8°C
23:28:38: 18.8°C
23:28:44: 18.8°C
23:28:50: 18.8°C
23:28:57: 18.8°C
23:29:03: 18.8°C
23:29:09: 18.8°C
23:29:16: 18.8°C
23:29:22: 18.8°C
23:29:28: 18.8°C
23:29:34: 18.8°C
23:29:41: 18.8°C
23:29:47: 18.8°C
23:29:53: 18.8°C
23:29:59: 18.7°C
23:30:06: 18.7°C
23:30:12: 18.7°C
23:30:18: 18.8°C
23:30:24: 18.8°C
23:30:31: 18.8°C
23:30:37: 18.8°C
23:30:43: 18.8°C
23:30:50: 18.7°C
23:30:56: 18.7°C
23:31:02: 18.8°C
23:31:08: 18.8°C
23:31:15: 18.8°C
23:31:21: 18.8°C
23:31:27: 18.8°C
23:31:33: 18.8°C
23:31:40: 18.7°C
23:31:46: 18.7°C
23:31:52: 18.7°C
23:31:58: 18.7°C
23:32:05: 18.7°C
23:32:11: 18.7°C
23:32:17: 18.7°C
23:32:23: 18.7°C
23:32:30: 18.7°C
23:32:36: 18.7°C
23:32:42: 18.7°C
23:32:49: 18.7°C
23:32:55: 18.7°C
23:33:01: 18.7°C
23:33:07: 18.7°C
23:33:14: 18.7°C
23:33:20: 18.7°C
23:33:26: 18.7°C
23:33:32: 18.7°C
23:33:39: 18.7°C
23:33:45: 18.7°C
23:33:51: 18.7°C
23:33:58: 18.7°C
23:34:04: 18.7°C
23:34:10: 18.7°C
23:34:16: 18.7°C
23:34:23: 18.7°C
23:34:29: 18.7°C
23:34:35: 18.7°C
23:34:41: 18.7°C
23:34:48: 18.7°C
23:34:54: 18.7°C
23:35:00: 18.7°C
23:35:06: 18.7°C
23:35:13: 18.7°C
23:35:19: 18.7°C
23:35:25: 18.7°C
23:35:32: 18.7°C
23:35:38: 18.7°C
23:35:44: 18.7°C
23:35:50: 18.7°C
23:35:57: 18.7°C
23:36:03: 18.7°C
23:36:09: 18.7°C
23:36:15: 18.7°C
23:36:22: 18.6°C
23:36:28: 18.7°C
23:36:34: 18.6°C
23:36:40: 18.6°C
23:36:47: 18.6°C
23:36:53: 18.7°C
23:36:59: 18.6°C
23:37:06: 18.7°C
23:37:12: 18.7°C
23:37:18: 18.7°C
23:37:24: 18.7°C
23:37:31: 18.7°C
23:37:37: 18.7°C
23:37:43: 18.6°C
23:37:49: 18.6°C
23:37:56: 18.6°C
23:38:02: 18.6°C
23:38:08: 18.6°C
23:38:14: 18.6°C
23:38:21: 18.6°C
23:38:27: 18.7°C
23:38:33: 18.7°C
23:38:40: 18.6°C
23:38:46: 18.7°C
23:38:52: 18.7°C
23:38:58: 18.6°C
23:39:05: 18.6°C
23:39:11: 18.6°C
23:39:17: 18.7°C
23:39:23: 18.6°C
23:39:30: 18.6°C
23:39:36: 18.7°C
23:39:42: 18.7°C
23:39:49: 18.6°C
23:39:55: 18.6°C
23:40:01: 18.7°C
23:40:07: 18.7°C
23:40:14: 18.7°C
23:40:20: 18.7°C
23:40:26: 18.6°C
23:40:32: 18.7°C
23:40:39: 18.6°C
23:40:45: 18.6°C
23:40:51: 18.6°C
23:40:57: 18.7°C
23:41:04: 18.6°C
23:41:10: 18.6°C
23:41:16: 18.6°C
23:41:23: 18.6°C
23:41:29: 18.6°C
23:41:35: 18.6°C
23:41:41: 18.6°C
23:41:48: 18.6°C
23:41:54: 18.6°C
23:42:00: 18.6°C
23:42:06: 18.6°C
23:42:13: 18.6°C
23:42:19: 18.6°C
23:42:25: 18.6°C
23:42:31: 18.6°C
23:42:38: 18.6°C
23:42:44: 18.6°C
23:42:50: 18.6°C
23:42:57: 18.6°C
23:43:03: 18.6°C
23:43:09: 18.6°C
23:43:15: 18.6°C
23:43:22: 18.6°C
23:43:28: 18.6°C
23:43:34: 18.6°C
23:43:40: 18.6°C
23:43:47: 18.6°C
23:43:53: 18.6°C
23:43:59: 18.6°C
23:44:05: 18.6°C
23:44:12: 18.6°C
23:44:18: 18.6°C
23:44:24: 18.6°C
23:44:30: 18.6°C
23:44:37: 18.6°C
23:44:43: 18.6°C
23:44:49: 18.6°C
23:44:56: 18.6°C
23:45:02: 18.6°C
23:45:08: 18.6°C
23:45:14: 18.6°C
23:45:21: 18.6°C
23:45:27: 18.6°C
23:45:33: 18.6°C
23:45:39: 18.6°C
23:45:46: 18.6°C
23:45:52: 18.6°C
23:45:58: 18.6°C
23:46:04: 18.6°C
23:46:11: 18.6°C
23:46:17: 18.6°C
23:46:23: 18.6°C
23:46:29: 18.6°C
23:46:36: 18.6°C
23:46:42: 18.6°C
23:46:48: 18.6°C
23:46:55: 18.6°C
23:47:01: 18.6°C
23:47:07: 18.6°C
23:47:13: 18.6°C
23:47:20: 18.6°C
23:47:26: 18.6°C
23:47:32: 18.6°C
23:47:38: 18.6°C
23:47:45: 18.6°C
23:47:51: 18.6°C
23:47:57: 18.6°C
23:48:03: 18.6°C
23:48:10: 18.6°C
23:48:16: 18.6°C
23:48:22: 18.6°C
23:48:28: 18.6°C
23:48:35: 18.6°C
23:48:41: 18.6°C
23:48:47: 18.6°C
23:48:54: 18.6°C
23:49:00: 18.6°C
23:49:06: 18.6°C
23:49:12: 18.6°C
23:49:19: 18.6°C
23:49:25: 18.6°C
23:49:31: 18.6°C
23:49:37: 18.6°C
23:49:44: 18.6°C
23:49:50: 18.6°C
23:49:56: 18.6°C
23:50:02: 18.6°C
23:50:09: 18.6°C
23:50:15: 18.6°C
23:50:21: 18.6°C
23:50:27: 18.6°C
23:50:34: 18.6°C
23:50:40: 18.6°C
23:50:46: 18.6°C
23:50:53: 18.6°C
23:50:59: 18.6°C
23:51:05: 18.6°C
23:51:11: 18.6°C
23:51:18: 18.6°C
23:51:24: 18.6°C
23:51:30: 18.6°C
23:51:36: 18.6°C
23:51:43: 18.6°C
23:51:49: 18.6°C
23:51:55: 18.6°C
23:52:01: 18.6°C
23:52:08: 18.6°C
23:52:14: 18.6°C
23:52:20: 18.6°C
23:52:26: 18.5°C
23:52:33: 18.6°C
23:52:39: 18.6°C
23:52:45: 18.6°C
23:52:52: 18.6°C
23:52:58: 18.6°C
23:53:04: 18.5°C
23:53:10: 18.6°C
23:53:17: 18.6°C
23:53:23: 18.6°C
23:53:29: 18.5°C
23:53:35: 18.6°C
23:53:42: 18.5°C
23:53:48: 18.6°C
23:53:54: 18.6°C
23:54:01: 18.6°C
23:54:07: 18.6°C
23:54:13: 18.6°C
23:54:19: 18.5°C
23:54:26: 18.6°C
23:54:32: 18.5°C
23:54:38: 18.5°C
23:54:44: 18.5°C
23:54:51: 18.5°C
23:54:57: 18.5°C
23:55:03: 18.5°C
23:55:09: 18.5°C
23:55:16: 18.5°C
23:55:22: 18.5°C
23:55:28: 18.5°C
23:55:35: 18.5°C
23:55:41: 18.5°C
23:55:47: 18.5°C
23:55:53: 18.5°C
23:56:00: 18.5°C
23:56:06: 18.6°C
23:56:12: 18.5°C
23:56:18: 18.5°C
23:56:25: 18.5°C
23:56:31: 18.5°C
23:56:37: 18.5°C
23:56:43: 18.5°C
23:56:50: 18.5°C
23:56:56: 18.5°C
23:57:02: 18.5°C
23:57:08: 18.5°C
23:57:15: 18.5°C
23:57:21: 18.5°C
23:57:27: 18.5°C
23:57:34: 18.5°C
23:57:40: 18.5°C
23:57:46: 18.5°C
23:57:52: 18.5°C
23:57:59: 18.5°C
23:58:05: 18.5°C
23:58:11: 18.5°C
23:58:17: 18.5°C
23:58:24: 18.5°C
23:58:30: 18.5°C
23:58:36: 18.5°C
23:58:42: 18.5°C
23:58:49: 18.5°C
23:58:55: 18.5°C
23:59:01: 18.5°C
23:59:08: 18.5°C
23:59:14: 18.5°C
23:59:20: 18.5°C
23:59:26: 18.5°C
23:59:33: 18.5°C
23:59:39: 18.5°C
23:59:45: 18.5°C
23:59:51: 18.5°C
23:59:58: 18.5°C
